Experience,Education,Location,Job_Title,Skills,Salary
4,PhD,Delhi,Backend Developer,Python|CSS|Java|Node.js,881054
3,PhD,Hyderabad,Backend Developer,Java|React|Python|Node.js|C++,839101
7,PhD,Bangalore,Data Scientist,C++|Django,1075241
13,PhD,Pune,Backend Developer,Java|Flask,1346883
14,Master,Chennai,ML Engineer,JavaScript|Python|Java|SQL|C++,1519700
14,PhD,Delhi,Web Developer,Java,1402821
4,Bachelor,Mumbai,Backend Developer,CSS|React|Django|Java|SQL,735840
9,PhD,Mumbai,Data Scientist,Java|React|JavaScript,1215356
1,PhD,Mumbai,DevOps Engineer,C++|Java,689000
12,Master,Chennai,ML Engineer,Java|Flask,1338616
2,PhD,Chennai,Web Developer,Django|Java|Flask|Python|JavaScript,770364
9,Bachelor,Chennai,Software Engineer,CSS|Python|Node.js|React,988914
10,Master,Pune,Frontend Developer,JavaScript|React|C++|SQL,1134704
3,Master,Chennai,Software Engineer,CSS|React|Node.js|Flask,706649
9,PhD,Bangalore,DevOps Engineer,Java|Java|Python|C++|SQL,1259579
3,Bachelor,Bangalore,DevOps Engineer,React|Node.js|Python|CSS|SQL,735812
10,Master,Bangalore,Web Developer,Flask|Java,1088677
4,Bachelor,Delhi,Frontend Developer,Java|C++|Java|Flask|JavaScript,722550
6,Master,Delhi,Software Engineer,Java,815154
12,Master,Chennai,DevOps Engineer,Node.js|React|JavaScript|Django,1322877
6,Master,Mumbai,DevOps Engineer,Java|React,935057
2,Master,Delhi,DevOps Engineer,Flask|SQL|React|Django,717143
0,PhD,Hyderabad,ML Engineer,SQL|Node.js|Java|Python|Java,735472
6,Bachelor,Hyderabad,Data Scientist,CSS|SQL,873214
5,Bachelor,Delhi,DevOps Engineer,Django|Flask|Python|Java|C++,864433
7,Master,Mumbai,Backend Developer,C++|SQL|CSS|Java,967881
14,Bachelor,Chennai,Web Developer,JavaScript|Java|SQL|Node.js,1291564
8,PhD,Chennai,ML Engineer,Django|Java,1157725
15,Bachelor,Hyderabad,Software Engineer,CSS|Python,1294664
8,Bachelor,Mumbai,Data Scientist,Flask|Node.js|Java|Java|CSS,1035834
6,Bachelor,Hyderabad,Software Engineer,React|C++|CSS|Python|Java,835427
3,PhD,Hyderabad,Software Engineer,Python|CSS|C++|React|JavaScript,789537
11,Bachelor,Chennai,Backend Developer,Java|Flask|Python,1097832
4,Master,Chennai,Software Engineer,SQL|C++,723741
1,Master,Mumbai,Data Scientist,C++,627651
6,Bachelor,Hyderabad,Data Scientist,Python|JavaScript|React|Java|Flask,916008
10,PhD,Delhi,Software Engineer,CSS|Java|Flask|SQL,1200682
11,Master,Pune,DevOps Engineer,Java|C++,1220651
9,Master,Chennai,Backend Developer,CSS|C++|Java,1078369
15,PhD,Delhi,Data Scientist,React,1520779
3,Bachelor,Pune,Frontend Developer,React|Java|JavaScript,627331
15,PhD,Hyderabad,Web Developer,SQL|React|Java|C++,1513913
14,Master,Delhi,Web Developer,Java|Java|React|CSS|Python,1399787
12,PhD,Bangalore,Frontend Developer,Java|CSS|Java,1326545
7,PhD,Delhi,Backend Developer,JavaScript|Node.js|Django|C++,1046497
4,Master,Hyderabad,Software Engineer,SQL|C++|Java,755254
12,Bachelor,Pune,Backend Developer,JavaScript|React|Node.js|SQL|CSS,1221479
15,Master,Bangalore,DevOps Engineer,Flask|CSS,1469992
0,Master,Pune,Web Developer,C++|Python|Flask|CSS,539739
5,Master,Pune,DevOps Engineer,SQL|CSS|Java|Node.js|C++,954639
7,PhD,Bangalore,Backend Developer,Python|Node.js|CSS,1023264
2,PhD,Mumbai,Backend Developer,SQL,669574
8,Master,Delhi,Software Engineer,Python|C++|Django|JavaScript,1003109
15,Master,Mumbai,Web Developer,Django|Python|React,1414482
0,PhD,Hyderabad,Frontend Developer,Java,531824
8,PhD,Delhi,Web Developer,C++|JavaScript|Java|Django,1086562
2,Bachelor,Mumbai,DevOps Engineer,C++,570097
11,PhD,Mumbai,Frontend Developer,JavaScript|SQL|Java|Django,1297183
10,PhD,Hyderabad,Backend Developer,Flask|Java|C++,1207781
0,PhD,Hyderabad,Software Engineer,C++|React,569067
13,Master,Bangalore,Software Engineer,CSS,1253426
4,PhD,Bangalore,DevOps Engineer,React|C++|Java|SQL|Flask,953981
2,Bachelor,Hyderabad,Backend Developer,JavaScript|Node.js|Python|SQL,610899
1,PhD,Pune,Data Scientist,Java|Node.js|Django|SQL,775968
12,Master,Hyderabad,Software Engineer,Flask|Django|Python,1230857
3,PhD,Delhi,DevOps Engineer,Node.js|Django|Python|Java|JavaScript,894206
15,PhD,Chennai,Frontend Developer,React|Java,1466699
6,Master,Bangalore,Frontend Developer,Java,825382
6,PhD,Mumbai,Software Engineer,Flask,891503
3,Master,Hyderabad,ML Engineer,Django|React,795350
0,Master,Mumbai,ML Engineer,Flask|Node.js|CSS|Java,633192
4,PhD,Chennai,Data Scientist,JavaScript|SQL|Node.js,914953
4,PhD,Delhi,Backend Developer,Flask|React|CSS|Java|Django,893752
4,Master,Bangalore,ML Engineer,Node.js,833798
5,Master,Mumbai,Backend Developer,Django|SQL|JavaScript|React|Java,902876
10,Bachelor,Chennai,ML Engineer,Java|Python|React|Django|CSS,1182555
11,PhD,Hyderabad,Web Developer,CSS|SQL|Python|JavaScript|React,1315745
2,PhD,Chennai,DevOps Engineer,Django|Java|Python|C++|Flask,813191
6,PhD,Pune,Software Engineer,React|Flask|C++|SQL|JavaScript,985435
4,Bachelor,Bangalore,Frontend Developer,Flask|CSS|JavaScript|C++|Java,737223
4,Bachelor,Delhi,Software Engineer,C++|Flask|CSS|Java|Node.js,722802
9,Bachelor,Chennai,Software Engineer,Django|Java|Flask,969597
15,Bachelor,Chennai,ML Engineer,Django|Node.js|CSS|Java,1453758
15,Master,Bangalore,Frontend Developer,Node.js|Java,1418517
13,PhD,Hyderabad,Backend Developer,Flask|C++|Django,1401459
3,Master,Chennai,Frontend Developer,Python|Django|Java,707343
11,Bachelor,Hyderabad,Frontend Developer,C++,1041608
15,Master,Pune,Software Engineer,Node.js|Java|Java|CSS|Flask,1447768
0,Bachelor,Pune,ML Engineer,Java|Flask|Django,555289
11,Bachelor,Bangalore,Frontend Developer,Flask|Python|SQL,1096029
6,PhD,Hyderabad,Software Engineer,SQL|Node.js,928473
1,PhD,Hyderabad,Software Engineer,React|JavaScript|Python|Django,640705
1,Master,Delhi,Frontend Developer,SQL,524459
8,Master,Bangalore,Backend Developer,JavaScript|Node.js|C++,1030290
13,Master,Delhi,Web Developer,SQL|Django|Java|Python,1318139
3,PhD,Pune,DevOps Engineer,Node.js|C++,805304
13,Master,Delhi,Web Developer,JavaScript|Django|Python|SQL,1326010
5,Bachelor,Pune,Data Scientist,Python,794245
9,PhD,Delhi,Software Engineer,CSS|Flask|Node.js|Python|JavaScript,1160000
6,Master,Chennai,Data Scientist,Java|Python,926786
10,Master,Mumbai,DevOps Engineer,Python,1121899
12,Master,Bangalore,Backend Developer,CSS,1208044
11,Master,Pune,ML Engineer,Django|C++|Java,1267682
7,PhD,Mumbai,Data Scientist,Java|CSS|C++|Python,1139600
0,Master,Hyderabad,ML Engineer,CSS|C++,619620
15,Bachelor,Hyderabad,DevOps Engineer,Java|Java,1398236
1,PhD,Mumbai,Data Scientist,Node.js,698120
13,Bachelor,Chennai,ML Engineer,Node.js,1277390
1,PhD,Delhi,Frontend Developer,Django,585430
14,Bachelor,Hyderabad,Web Developer,Node.js|Java,1260619
10,Master,Delhi,Web Developer,JavaScript|Django,1094295
10,PhD,Mumbai,DevOps Engineer,React|SQL|CSS|Python|C++,1297313
11,Bachelor,Chennai,Web Developer,Java|Node.js|Flask|Django|Java,1160515
10,PhD,Bangalore,Backend Developer,Python,1156543
13,PhD,Chennai,DevOps Engineer,C++|CSS|JavaScript|SQL|Java,1468514
3,PhD,Hyderabad,Software Engineer,SQL|Java|Flask,758252
2,Bachelor,Mumbai,Backend Developer,CSS|Flask|Django,555549
6,PhD,Delhi,Web Developer,SQL|React|Java|C++|JavaScript,1004746
9,PhD,Bangalore,ML Engineer,Java,1174779
1,Bachelor,Pune,DevOps Engineer,Java|React,529907
1,PhD,Pune,Software Engineer,Java|CSS|React,629986
5,Master,Pune,Backend Developer,CSS,785388
10,PhD,Mumbai,Software Engineer,Java|C++,1155833
6,Bachelor,Pune,Data Scientist,Python,844993
10,Master,Bangalore,DevOps Engineer,C++|Flask|Java|CSS|Java,1233902
1,PhD,Chennai,Web Developer,Flask|JavaScript|Java|React,681861
12,Master,Mumbai,Software Engineer,CSS|Java|Django|React,1268883
15,Master,Hyderabad,Frontend Developer,CSS|Java|JavaScript|React,1446404
15,Bachelor,Delhi,Data Scientist,Python|Java|SQL|Java,1464783
7,PhD,Delhi,DevOps Engineer,C++|SQL,1052040
12,PhD,Hyderabad,Software Engineer,Java,1257747
9,Bachelor,Delhi,ML Engineer,Java|Django|Python,1095397
4,Bachelor,Hyderabad,ML Engineer,Java|Flask|Python,800230
14,PhD,Hyderabad,Software Engineer,C++,1353776
1,Master,Pune,Web Developer,Python|Django,556284
4,PhD,Delhi,Frontend Developer,React|CSS|Node.js,822016
5,Bachelor,Chennai,Web Developer,Python|Flask|C++|Django|SQL,779964
1,Master,Delhi,Software Engineer,SQL|Java|Node.js|React,583944
1,Master,Hyderabad,DevOps Engineer,Django|Python|Node.js,649398
12,PhD,Delhi,Frontend Developer,JavaScript|C++|Python|Java|Flask,1362023
9,PhD,Mumbai,ML Engineer,CSS|SQL,1203060
2,Bachelor,Pune,Web Developer,Node.js|Python,543034
2,PhD,Delhi,ML Engineer,CSS,767983
2,PhD,Hyderabad,DevOps Engineer,SQL,707597
14,Bachelor,Pune,Web Developer,React|Python|Flask|Java,1319248
8,Master,Chennai,Backend Developer,Java|Django|Python|CSS,1059695
15,Bachelor,Pune,Backend Developer,C++|React|SQL|Python,1374113
3,Bachelor,Delhi,Backend Developer,CSS|Flask,622871
5,Bachelor,Pune,DevOps Engineer,SQL|Django,796376
3,Master,Delhi,Data Scientist,Java|JavaScript,768693
15,Master,Bangalore,Web Developer,Django|SQL|JavaScript|CSS|Java,1480092
14,PhD,Delhi,Backend Developer,Flask|C++,1419897
11,Bachelor,Chennai,Data Scientist,Java,1120586
0,PhD,Chennai,Web Developer,Java|JavaScript|Java,585758
14,Master,Hyderabad,Web Developer,Node.js|CSS|C++,1359229
11,Bachelor,Bangalore,DevOps Engineer,C++|React|Python|Django,1196913
7,Master,Hyderabad,DevOps Engineer,React|C++|JavaScript,1002980
0,Bachelor,Chennai,Software Engineer,Flask|Java|CSS|Python|C++,489350
12,Bachelor,Chennai,Backend Developer,CSS|JavaScript,1130198
10,PhD,Bangalore,Software Engineer,Java|CSS|Django,1185291
8,PhD,Mumbai,Backend Developer,CSS|Node.js|Java|Flask,1090854
7,PhD,Chennai,Backend Developer,SQL|JavaScript|Python|Java|CSS,1055673
2,PhD,Bangalore,ML Engineer,JavaScript|Java|SQL|CSS|C++,860077
1,PhD,Delhi,Software Engineer,Java|JavaScript|Python,635214
3,Bachelor,Hyderabad,Data Scientist,Flask|SQL|C++|Python|JavaScript,755974
6,PhD,Bangalore,DevOps Engineer,Python|Node.js,987297
13,Master,Hyderabad,Backend Developer,Flask|CSS|Node.js|JavaScript,1334911
12,PhD,Pune,Software Engineer,React|Node.js|Java,1281171
5,Bachelor,Pune,Software Engineer,React|Python|Java,722787
6,Master,Chennai,Backend Developer,JavaScript|CSS|Python|SQL,927371
9,Bachelor,Mumbai,Data Scientist,Node.js|HTML|Java,1056857
11,PhD,Bangalore,Backend Developer,Flask|CSS|Python|JavaScript|React,1306532
9,Bachelor,Hyderabad,DevOps Engineer,Python,997158
15,PhD,Bangalore,Software Engineer,Node.js|SQL|C++,1475832
6,Bachelor,Mumbai,Web Developer,C++|Node.js|Java|Django|Flask,857781
13,PhD,Hyderabad,DevOps Engineer,React|Django|CSS|JavaScript|Node.js,1498755
9,Master,Mumbai,Frontend Developer,C++|HTML|React,1065758
13,PhD,Pune,Software Engineer,React|Node.js|Java|Python|Flask,1397154
15,Master,Pune,Web Developer,JavaScript,1368879
4,PhD,Bangalore,Web Developer,CSS,793229
1,Bachelor,Bangalore,Web Developer,SQL|Java|JavaScript|HTML,526435
11,Bachelor,Pune,Software Engineer,SQL|Python|JavaScript|Django,1101127
1,PhD,Bangalore,ML Engineer,Django|C++,723782
10,Master,Mumbai,Data Scientist,CSS|Python|SQL|React|C++,1235670
3,Master,Chennai,ML Engineer,Flask,743120
5,Master,Bangalore,Web Developer,C++|Flask|Node.js|CSS|React,878904
8,Bachelor,Bangalore,ML Engineer,Java,985101
5,Bachelor,Hyderabad,Backend Developer,React,710524
6,Master,Hyderabad,DevOps Engineer,JavaScript|SQL|Flask,933515
10,Bachelor,Mumbai,Web Developer,Node.js|Python|JavaScript|C++,1056948
13,Master,Mumbai,DevOps Engineer,C++,1323036
11,Bachelor,Delhi,DevOps Engineer,SQL|JavaScript|Django|Python|HTML,1227442
2,Master,Hyderabad,DevOps Engineer,JavaScript|HTML,666666
0,PhD,Delhi,Software Engineer,Node.js|C++|Django,590709
14,PhD,Bangalore,Data Scientist,Python|SQL|Django,1495122
13,PhD,Pune,ML Engineer,HTML|Node.js|C++|Python|Django,1538558
10,Master,Delhi,Web Developer,HTML|JavaScript|Flask|React|CSS,1166371
13,Bachelor,Pune,Data Scientist,Python|SQL|CSS|Java|HTML,1372121
1,Master,Hyderabad,Software Engineer,Java|Node.js|HTML|Django,601841
3,Bachelor,Bangalore,Data Scientist,React|Flask|Python|Java|JavaScript,764028
13,Bachelor,Pune,Backend Developer,React|Python,1225199
13,PhD,Bangalore,Web Developer,Flask|C++|Django,1365375
13,PhD,Mumbai,ML Engineer,HTML|React,1454042
1,PhD,Chennai,Backend Developer,SQL|HTML,632122
1,Bachelor,Chennai,Data Scientist,Node.js|Flask|CSS,601370
8,PhD,Pune,Frontend Developer,JavaScript|Node.js|C++|React,1091802
8,Master,Chennai,Software Engineer,C++|Django|CSS,975690
7,PhD,Pune,Web Developer,Django|CSS|Python|HTML,1034107
15,Master,Mumbai,ML Engineer,JavaScript|React|SQL,1539525
11,Master,Hyderabad,Data Scientist,CSS|Flask|SQL,1270144
10,Bachelor,Bangalore,Frontend Developer,Node.js|React|HTML,1032018
7,PhD,Mumbai,ML Engineer,Flask|SQL|React,1101942
7,PhD,Mumbai,Web Developer,React,955377
12,Master,Pune,Data Scientist,Java|C++,1304682
12,Bachelor,Hyderabad,Data Scientist,C++|JavaScript|Django|CSS|HTML,1275926
11,Master,Chennai,Frontend Developer,Flask|HTML|Django|SQL|C++,1238650
8,PhD,Hyderabad,Web Developer,Python|CSS|C++|React,1108964
1,Bachelor,Pune,DevOps Engineer,Python|Flask|C++|HTML,608467
12,PhD,Pune,Backend Developer,Flask,1262271
15,Master,Delhi,DevOps Engineer,C++|React|HTML|JavaScript,1523683
12,Master,Pune,ML Engineer,Flask|Java|CSS|React,1380953
13,Master,Mumbai,Software Engineer,Python|JavaScript|Java|C++|HTML,1354993
10,Master,Mumbai,Backend Developer,HTML|JavaScript|CSS|Python,1175762
7,Bachelor,Bangalore,Data Scientist,C++|CSS,914426
1,Bachelor,Hyderabad,Software Engineer,React|Python,464720
15,Master,Pune,Web Developer,C++|React|Django,1417131
7,PhD,Mumbai,DevOps Engineer,C++,1017952
4,Master,Bangalore,DevOps Engineer,Django|Flask,784185
15,Master,Hyderabad,Data Scientist,Java|CSS|SQL|Flask,1511555
1,Bachelor,Pune,Backend Developer,C++|Flask,485713
8,Master,Delhi,ML Engineer,Python|SQL|Flask|CSS|Java,1159476
0,PhD,Mumbai,DevOps Engineer,C++|HTML|Node.js|CSS,687250
8,Bachelor,Mumbai,Software Engineer,C++|SQL|React|Python,933613
0,Master,Delhi,DevOps Engineer,Django|JavaScript|SQL|C++,606014
9,Master,Chennai,Web Developer,Java|React|CSS|Flask,1094174
13,Bachelor,Chennai,Web Developer,Python,1180179
15,Master,Mumbai,Data Scientist,SQL,1441344
14,Master,Chennai,Data Scientist,CSS|SQL|Node.js|React|Flask,1486901
6,Bachelor,Bangalore,ML Engineer,React,839685
5,Bachelor,Hyderabad,Web Developer,C++,675387
6,Master,Hyderabad,Backend Developer,Node.js|JavaScript|Python,881200
10,PhD,Chennai,DevOps Engineer,CSS|Node.js|JavaScript|React|HTML,1302089
5,Master,Mumbai,Frontend Developer,Flask,762073
11,Master,Bangalore,DevOps Engineer,HTML|Django,1227056
1,Master,Hyderabad,Software Engineer,Python|Java,544227
2,PhD,Bangalore,DevOps Engineer,Django,743018
9,Bachelor,Hyderabad,Backend Developer,React|CSS,984623
5,PhD,Pune,Data Scientist,C++,944556
12,Master,Bangalore,ML Engineer,Java|Django|HTML|Python|C++,1401487
1,Bachelor,Mumbai,ML Engineer,React|JavaScript|Node.js|Django|HTML,666750
5,Master,Mumbai,Web Developer,Java|Python,810137
8,PhD,Delhi,Web Developer,HTML|Flask|React,1079347
14,Bachelor,Hyderabad,Software Engineer,Node.js|Python|Java|Flask|React,1311705
4,Bachelor,Chennai,Frontend Developer,Django|SQL|CSS,670541
0,Master,Chennai,ML Engineer,Django|Node.js|SQL,634398
12,Master,Pune,Data Scientist,Python,1288011
13,Bachelor,Bangalore,Software Engineer,SQL|Java|CSS|HTML|C++,1262239
0,Master,Delhi,Web Developer,Django|CSS|React|Python,546505
12,Master,Chennai,Software Engineer,CSS|JavaScript|Python|React,1268466
9,Master,Chennai,Software Engineer,SQL|Node.js|React,1025632
0,PhD,Pune,Web Developer,JavaScript|Java|SQL|Flask,634069
13,Master,Pune,Web Developer,Python|Node.js|SQL,1303793
3,Bachelor,Bangalore,ML Engineer,React|Python|SQL|C++|Java,780652
2,Bachelor,Bangalore,DevOps Engineer,Flask|Django|React,626054
12,Master,Mumbai,Web Developer,JavaScript|Java,1216007
8,Bachelor,Chennai,ML Engineer,HTML|Django|React|C++|Node.js,1065265
7,Master,Hyderabad,Software Engineer,C++|HTML|Java|Node.js|CSS,958754
2,PhD,Bangalore,Backend Developer,C++|HTML|SQL|CSS,742683
0,Bachelor,Hyderabad,Software Engineer,React|Java,398345
7,Master,Mumbai,Frontend Developer,React|CSS,935843
8,Master,Mumbai,Software Engineer,HTML|Flask,948310
14,PhD,Hyderabad,Data Scientist,Java|HTML,1476392
7,PhD,Mumbai,Web Developer,Java|C++,983407
4,PhD,Delhi,DevOps Engineer,Node.js|JavaScript|React,891084
0,Bachelor,Chennai,DevOps Engineer,CSS|Python|SQL,503604
12,Bachelor,Chennai,Backend Developer,Django|Java|SQL|Flask|C++,1217362
15,Bachelor,Pune,Software Engineer,Django|Node.js|JavaScript|C++,1364577
11,Master,Bangalore,Software Engineer,SQL|Flask|CSS|JavaScript,1171477
3,Bachelor,Pune,Web Developer,C++,593984
3,Bachelor,Delhi,Data Scientist,React|Python|Node.js,704684
12,PhD,Mumbai,Backend Developer,CSS,1281926
9,PhD,Mumbai,Frontend Developer,Node.js,1104594
14,PhD,Delhi,Frontend Developer,Java|Django|HTML,1448606
10,Master,Pune,Backend Developer,SQL|React|HTML|Node.js,1178494
6,PhD,Bangalore,Data Scientist,C++,976711
5,Bachelor,Mumbai,DevOps Engineer,Python,766751
13,Bachelor,Bangalore,Web Developer,HTML|JavaScript|Python|Java,1244814
6,Bachelor,Pune,ML Engineer,SQL|CSS|Python|Flask|Node.js,969985
3,PhD,Pune,Backend Developer,Node.js|SQL,763784
6,PhD,Delhi,Data Scientist,Python|Django|React|Node.js|CSS,1100079
15,Bachelor,Pune,Software Engineer,Django|Node.js|JavaScript|React,1365636
12,Bachelor,Hyderabad,Software Engineer,Django,1097065
6,Bachelor,Hyderabad,Backend Developer,Python|SQL,787631
6,Master,Mumbai,ML Engineer,C++|CSS,957801
8,Master,Pune,DevOps Engineer,SQL|CSS|Java,1071533
9,Master,Mumbai,Data Scientist,React|Node.js|SQL,1162255
4,PhD,Chennai,Web Developer,Java|Node.js|HTML|C++|JavaScript,901480
0,Master,Mumbai,Data Scientist,Node.js|HTML|Java,589855
2,Bachelor,Chennai,DevOps Engineer,Java,592627
4,Master,Chennai,Web Developer,Python|C++|Node.js,760134
0,Bachelor,Bangalore,Software Engineer,C++|React,397702
9,Master,Bangalore,Software Engineer,CSS|Python|Flask|Django,1068351
7,Master,Hyderabad,ML Engineer,Node.js|React|Python|JavaScript|C++,1085866
1,Bachelor,Delhi,Web Developer,HTML|JavaScript|Node.js|Flask,527833
7,PhD,Mumbai,Web Developer,Java|Python|HTML|SQL,1035016
15,Master,Bangalore,Data Scientist,SQL|Flask|HTML|Django|CSS,1548787
0,Master,Hyderabad,Backend Developer,Java|Flask,519157
7,PhD,Pune,Backend Developer,Node.js|JavaScript|SQL|Python|React,1080741
15,Bachelor,Chennai,Frontend Developer,SQL|Django|Java|Flask|HTML,1376961
0,PhD,Mumbai,Backend Developer,Python|JavaScript,581184
0,Bachelor,Delhi,Web Developer,SQL,402646
4,PhD,Delhi,DevOps Engineer,Java|SQL,873588
11,Bachelor,Bangalore,DevOps Engineer,HTML,1123148
9,Master,Hyderabad,DevOps Engineer,Flask|Java|HTML,1139186
9,PhD,Mumbai,Software Engineer,C++|Flask|SQL|HTML|Django,1172870
5,PhD,Bangalore,Software Engineer,C++|JavaScript|Python,872712
3,Bachelor,Bangalore,Web Developer,Python|Flask,593059
6,Master,Mumbai,Frontend Developer,CSS|SQL|Java|React,897862
5,Master,Delhi,Web Developer,Java|Django|SQL,805105
4,PhD,Mumbai,Frontend Developer,JavaScript|React|Java|CSS|SQL,904793
13,Bachelor,Hyderabad,Web Developer,Flask|Python|CSS|Django|HTML,1279336
0,Bachelor,Mumbai,Web Developer,JavaScript|Node.js|Flask|C++,476643
15,PhD,Bangalore,ML Engineer,HTML|SQL|Java,1581022
15,PhD,Pune,Web Developer,Node.js|JavaScript|C++,1497295
3,PhD,Mumbai,Software Engineer,HTML|Python|JavaScript|React|Flask,801780
5,PhD,Hyderabad,Frontend Developer,Flask|JavaScript|Java|SQL,931499
14,Bachelor,Mumbai,Software Engineer,JavaScript|CSS|C++,1261469
5,Master,Pune,DevOps Engineer,Node.js|SQL|JavaScript|Flask|Python,934471
5,Master,Pune,Data Scientist,HTML|Flask|JavaScript,887720
11,PhD,Delhi,Web Developer,Java|Python|CSS|SQL|Flask,1291011
8,PhD,Delhi,Frontend Developer,React|Java|Node.js|Python,1114604
11,Master,Chennai,Data Scientist,Java|React,1236880
9,PhD,Mumbai,Backend Developer,Python|Flask|SQL,1145429
1,Bachelor,Bangalore,ML Engineer,Flask|CSS|Python|Django,611839
9,Bachelor,Delhi,Software Engineer,C++|HTML|Node.js|SQL,1001318
7,Master,Delhi,Backend Developer,CSS|HTML|Node.js|C++,970297
7,PhD,Bangalore,DevOps Engineer,Node.js|C++|Django|Flask|JavaScript,1107552
14,Master,Hyderabad,Web Developer,Node.js|Java|Flask|Django,1394006
1,PhD,Mumbai,DevOps Engineer,C++|SQL,700487
15,PhD,Chennai,DevOps Engineer,HTML|Flask,1540038
1,Bachelor,Hyderabad,Web Developer,React|Java,467791
7,PhD,Mumbai,Backend Developer,C++|Django|HTML,1028103
2,PhD,Bangalore,Data Scientist,Node.js|HTML|CSS,786991
13,Bachelor,Pune,Data Scientist,JavaScript,1242266
1,Master,Mumbai,ML Engineer,C++|SQL,649087
2,Master,Bangalore,Data Scientist,JavaScript|C++|Node.js|CSS,738640
4,Bachelor,Chennai,Web Developer,Java|React,662578
13,Master,Hyderabad,Data Scientist,HTML|SQL|Python,1403800
3,Bachelor,Delhi,Data Scientist,Django|JavaScript|HTML|SQL,733538
13,Master,Pune,Software Engineer,Node.js|Django|Flask|SQL|Python,1323642
14,PhD,Pune,Backend Developer,Java|SQL,1427411
3,PhD,Mumbai,DevOps Engineer,CSS|C++,792527
6,PhD,Hyderabad,DevOps Engineer,Node.js|Python,970112
3,Bachelor,Mumbai,Frontend Developer,JavaScript,594443
4,PhD,Pune,ML Engineer,Django|Java,900656
2,Master,Chennai,Frontend Developer,Java|C++|Python|JavaScript|SQL,702179
14,Master,Hyderabad,Frontend Developer,CSS|C++|Flask|Django,1370793
2,Bachelor,Hyderabad,Backend Developer,Java,543895
8,Bachelor,Bangalore,Frontend Developer,CSS|Python,899698
4,PhD,Delhi,Backend Developer,Python|SQL|Flask|C++,863810
12,Bachelor,Bangalore,Frontend Developer,Flask|CSS|Java,1146278
11,Master,Bangalore,DevOps Engineer,CSS|C++|Python|Flask|SQL,1297401
9,PhD,Hyderabad,Backend Developer,SQL,1111748
8,Bachelor,Hyderabad,Web Developer,Django|React|HTML,925286
0,Bachelor,Chennai,Web Developer,Java,412549
6,Master,Hyderabad,DevOps Engineer,Node.js|Flask|HTML,944446
15,Bachelor,Delhi,DevOps Engineer,Flask|JavaScript,1392129
5,Master,Mumbai,Backend Developer,HTML|SQL|JavaScript|Django|Flask,867829
2,Master,Delhi,Data Scientist,React|Django|Java|JavaScript|Node.js,756276
1,Master,Delhi,DevOps Engineer,HTML,577768
2,Bachelor,Pune,Web Developer,Django|SQL|JavaScript|React,570871
8,Master,Hyderabad,Frontend Developer,Node.js|HTML|Python|React,1044035
13,Bachelor,Chennai,Data Scientist,JavaScript|Django|React|Flask|SQL,1356180
13,Bachelor,Delhi,Data Scientist,Flask|SQL|CSS,1315404
5,PhD,Hyderabad,Backend Developer,SQL|HTML|C++|CSS|Flask,969633
1,PhD,Hyderabad,Frontend Developer,Flask|JavaScript,613126
11,Bachelor,Chennai,Software Engineer,Django|SQL|Java|CSS|Python,1130054
11,PhD,Pune,Web Developer,HTML,1188579
7,PhD,Chennai,Backend Developer,React,979765
4,Master,Delhi,Data Scientist,Django|HTML,809659
7,PhD,Chennai,Backend Developer,React|Django|C++,1038254
5,Master,Mumbai,Data Scientist,SQL,845565
11,Bachelor,Hyderabad,DevOps Engineer,Node.js|JavaScript,1138949
1,Master,Bangalore,Frontend Developer,SQL,517385
9,Bachelor,Mumbai,ML Engineer,Django|Java|HTML|React|JavaScript,1117731
9,Master,Pune,Web Developer,Node.js|C++|JavaScript|SQL,1078709
7,Master,Chennai,Software Engineer,Java|SQL|JavaScript,907564
6,Master,Delhi,DevOps Engineer,React|Node.js,908937
5,PhD,Chennai,ML Engineer,Django|SQL|HTML,1012981
2,Master,Mumbai,Data Scientist,HTML|JavaScript|CSS,723540
12,PhD,Pune,ML Engineer,React|Django,1383442
0,Master,Chennai,Data Scientist,React|Python|Django,591152
12,Bachelor,Mumbai,Software Engineer,Django|Python|C++|HTML,1172334
0,Bachelor,Mumbai,Frontend Developer,JavaScript|Python|Flask,436371
11,Master,Delhi,Backend Developer,Java|Django|CSS|JavaScript|Flask,1226435
0,Master,Chennai,Data Scientist,Python|HTML|C++|SQL,626264
13,Master,Bangalore,Data Scientist,JavaScript|React,1346468
9,PhD,Chennai,Software Engineer,Node.js|C++|JavaScript,1116879
4,PhD,Mumbai,Backend Developer,HTML,805188
10,PhD,Mumbai,DevOps Engineer,C++,1206282
3,PhD,Hyderabad,DevOps Engineer,React|Django|Flask,830988
7,Master,Mumbai,Software Engineer,CSS,887584
4,Master,Pune,Web Developer,C++|React,746087
12,Bachelor,Hyderabad,Frontend Developer,SQL|Python|React,1178580
11,Bachelor,Mumbai,Backend Developer,Python|Django|React,1102592
1,Bachelor,Hyderabad,Backend Developer,JavaScript|Java|React|SQL|HTML,573275
15,PhD,Bangalore,Data Scientist,Python|Node.js|HTML,1555181
13,PhD,Delhi,ML Engineer,Django,1418887
11,Bachelor,Pune,Frontend Developer,Django|CSS,1080255
10,Bachelor,Delhi,Data Scientist,Django|Flask|CSS|Python|HTML,1166403
1,Bachelor,Mumbai,Web Developer,JavaScript,447508
13,Master,Hyderabad,Web Developer,Flask|Django,1267811
